,filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,label,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
10,./AudioData/DC/d14.wav,0.5126293,0.09461815,649.78361044301,955.3311918211587,1145.714911099138,0.01795415768678161,disgust,-367.37146,136.81891,12.882462,17.269987,8.05569,-2.094077,-19.456997,6.6686206,1.2225655,-15.899539,4.637001,0.7160128,-1.0240784,1.6501414,3.2351649,-1.9270294,-3.7641704,2.0087855,-1.8909931,-2.1435869
11,./AudioData/DC/su06.wav,0.37986398,0.1745073,713.9790037668524,1034.843491576221,1119.6028084590516,0.027652433548850573,surprise,-302.5825,120.14779,18.258831,32.002876,6.193587,-5.178966,-22.555836,-1.3083097,-2.4156823,-18.672384,-4.9318814,-6.3231697,-8.054101,0.23466316,6.4019613,-6.0164437,-1.9780362,3.4117873,-3.7630067,-2.1069956
12,./AudioData/DC/f05.wav,0.35661492,0.20192811,890.0744212474589,1226.919675696156,1691.4702316810344,0.02475642061781609,fear,-288.10956,107.235756,8.469226,37.547295,5.727649,0.86068463,-35.26484,-6.4978576,-6.607502,-25.388622,-6.6712604,-3.231568,-5.438217,-2.0917232,13.9700985,-10.808138,-10.40481,6.2365575,-9.017928,-3.438816
13,./AudioData/DC/n03.wav,0.6084555,0.06298458,380.01533007055025,803.5788678777126,578.9214035560345,0.010590651939655173,neutral,-457.98236,126.531296,28.488792,26.655573,25.917051,-2.8297966,-12.055312,7.2020354,3.1427298,-6.8962264,0.18696588,1.9974898,0.24967992,3.1549282,5.2796493,-0.91743594,0.5938978,1.978232,-2.0332751,0.06292261
14,./AudioData/DC/su12.wav,0.52885866,0.122608885,793.790318637835,1210.5746588100267,1462.1539938038793,0.015316316451149425,surprise,-360.16577,100.66624,20.457123,39.92837,6.575901,8.500808,-28.240622,-3.600542,2.3816485,-15.527321,-3.2408977,-0.52050406,-2.8790777,-2.9125018,6.532618,-4.9587245,-0.39278847,4.4786596,-4.9277697,-0.8896192
15,./AudioData/DC/n18.wav,0.57531494,0.06300182,399.88439778724063,821.5681993794644,641.4005930830792,0.011141149009146341,neutral,-470.20383,139.33391,24.501085,29.364248,30.989614,-3.826291,-13.7466955,10.234292,5.631529,-7.1385765,1.0807426,3.2352276,-0.7139125,0.92404974,4.5016494,-0.54008764,-0.66500884,1.9224839,-2.5515296,-1.3530147
16,./AudioData/DC/n07.wav,0.511586,0.07539602,440.57905832804056,814.9632229930852,737.079067887931,0.015232130028735632,neutral,-427.5498,136.35136,21.751127,34.35798,32.93863,-9.983992,-16.353025,6.8268595,-2.6259668,-11.427213,3.529386,2.8558311,-3.600518,1.4295689,4.848865,-1.1463991,2.552135,2.72214,-3.8491254,1.2381828
17,./AudioData/DC/h01.wav,0.42216092,0.14714912,933.2583551355358,1217.1174357296418,1776.984273976293,0.017634249281609195,happiness,-318.68134,91.02879,1.0323999,37.237972,27.792873,5.570274,-34.947514,-2.6650472,-0.7633379,-15.806959,-7.956199,-4.5198035,1.2311087,-1.2865549,6.256756,-5.1308475,-5.069763,8.334644,-2.0375257,-4.9101467
18,./AudioData/DC/n17.wav,0.48545367,0.07029031,597.7665902647944,916.6974985293258,1100.0496699892242,0.01538927801724138,neutral,-403.18857,165.35083,14.102626,28.869324,25.602982,-8.046023,-23.881742,6.2263618,0.7913708,-15.776364,1.8259705,1.9765573,-5.619132,0.64542097,6.503754,-5.2664895,-2.1572297,4.7376122,-6.223716,-2.7479827
19,./AudioData/DC/d10.wav,0.44444987,0.11196594,758.6668889350715,1013.393117077662,1362.5319908405172,0.017999057112068964,disgust,-352.7022,131.96114,14.373032,30.696814,20.153233,-1.9547161,-25.620134,-1.1042857,-1.0723354,-17.22435,-0.99804,-0.4604034,-0.5344411,3.1988277,6.3470044,-3.4738672,-1.1977209,5.560516,-5.9608984,-3.3737664
20,./AudioData/DC/h13.wav,0.42034233,0.1723101,808.9960952954198,1130.3684643996503,1568.4587149784484,0.02245532507183908,happiness,-291.28375,117.8847,-3.4459915,23.9603,16.923948,-0.575847,-29.922607,-1.8807182,-2.7798414,-20.35708,-5.0442824,-3.376825,-4.1333046,-3.6744227,2.9219959,-1.0967658,-3.2773564,1.1366343,-1.5601624,-3.6795805
21,./AudioData/DC/n08.wav,0.5309439,0.06632375,740.7993675061853,1037.1500143662888,1420.9438981681035,0.01256622665229885,neutral,-418.48282,129.27058,14.61708,35.286312,23.011414,-1.3773156,-19.722433,3.056383,-1.4891332,-14.024819,-1.5291421,3.5667026,1.022404,1.4252578,7.923529,-0.13480225,-1.2644924,1.512881,-4.7133274,-1.5961143
22,./AudioData/DC/n23.wav,0.4724165,0.07240808,579.5797904151802,891.0308690772252,1048.9392510775863,0.015344378591954023,neutral,-401.0809,148.10255,21.974316,25.152819,22.929642,-9.245527,-19.23044,3.4652464,-5.0248904,-14.251754,3.7619681,3.6339784,-6.2623963,-0.10354442,9.082012,-1.9392425,-2.4742472,4.6688094,-4.899914,-4.0395584
23,./AudioData/DC/n30.wav,0.6019043,0.0583927,721.9385058646156,1119.3111476389156,1336.419888200431,0.007167070761494253,neutral,-453.25867,108.173965,32.84048,44.785072,14.478204,9.45357,-17.969082,-2.413104,3.0550659,-4.735473,-4.6093426,-0.66857034,1.64851,2.7898407,10.576326,-0.26484427,-1.7358552,7.1996202,-1.1500772,-1.8714571
24,./AudioData/DC/su11.wav,0.46276504,0.14103264,964.5680840001437,1241.260134599943,1682.1886786099137,0.027596309267241378,surprise,-324.17572,100.17461,13.2532215,47.435043,0.0011530526,2.5773213,-26.952381,-4.431426,-1.9539895,-14.241943,-0.50362843,-3.6817458,-6.538906,1.8580977,5.6504254,-12.137954,-0.39588156,2.7064104,-7.320472,-4.136391
25,./AudioData/DC/a14.wav,0.46983093,0.1342478,1022.7274642306276,1297.9519849149715,1968.060513200431,0.03429193606321839,anger,-327.32336,102.89278,3.2616444,31.411097,11.547783,-1.1169462,-26.48522,-1.6102117,-1.2247258,-12.771877,-3.8190167,-3.1927505,-1.5373895,1.2999572,3.6000793,-3.379481,-4.8540015,2.9814436,-5.1969194,-4.6115
26,./AudioData/DC/d05.wav,0.5029935,0.10344455,595.4046247891417,834.9934817959478,851.5515557650862,0.019278690732758622,disgust,-390.09564,130.69081,37.864174,28.401348,8.189195,-4.150474,-18.076355,0.27811137,0.49543324,-11.554831,1.0113021,0.78656024,-5.044531,2.5994935,10.314982,-0.43569946,-1.138609,3.9456186,-0.9997778,-2.538877
27,./AudioData/DC/sa13.wav,0.54052067,0.08586205,951.2003586874004,1135.7628516583504,1549.524346713362,0.022696659482758622,sadness,-393.13403,87.95587,22.377514,50.87475,15.903324,6.7470818,-23.77217,-7.54242,-1.6326505,-7.0533824,-2.2595232,-0.14012519,-1.7711399,3.4242086,11.401381,-0.28914326,-1.589975,6.3076096,1.8656609,-3.372884
28,./AudioData/DC/su05.wav,0.39696026,0.19604915,812.9751206200183,1130.7059535589199,1337.1624124461207,0.030542834051724137,surprise,-295.73654,108.39399,14.284811,30.13639,0.548929,1.0425436,-23.619581,-2.9724708,-2.8527706,-15.552666,-2.7294848,-5.3940663,-7.057893,0.9875795,8.032457,-3.478255,-0.2154737,2.2025342,-2.7738008,-5.783746
29,./AudioData/DC/su07.wav,0.49398687,0.16270192,685.4338630999737,1000.5763612860546,1075.6701239224137,0.021950206537356323,surprise,-316.10254,113.53933,13.84835,23.033466,-0.029404037,0.49674243,-26.159327,-1.6602019,0.35744622,-15.792722,1.3340056,0.07974719,-4.308001,2.5686052,3.0011992,-6.636865,0.87935084,0.37012705,-3.9780555,-0.6958891
30,./AudioData/DC/n20.wav,0.47418335,0.074235074,676.8160294377575,1002.5261079812508,1300.7787244073277,0.01647808908045977,neutral,-392.4397,144.09642,10.7276,32.920048,29.543459,-4.177624,-22.818586,3.5709908,-0.9417872,-15.198891,-2.2208905,-0.17908454,-3.1778343,4.4440618,9.576772,-4.7688365,-2.3862875,7.4780807,-4.409259,-4.772938
31,./AudioData/DC/a05.wav,0.39054826,0.19473764,1032.8178035130009,1195.4248744443407,1930.9343009159484,0.04014569863505747,anger,-256.7617,118.99192,-5.5822244,22.121862,15.970644,-7.703663,-31.064547,-5.6152134,-6.508547,-19.045078,-2.9577162,-2.5236003,-5.647703,0.61649454,5.5731306,-4.578191,-5.649842,5.3677526,-3.2318623,-5.489316
32,./AudioData/DC/n25.wav,0.54120874,0.058928028,740.6162024489498,1071.274693800395,1407.8259698275863,0.009434491738505748,neutral,-425.59756,131.01213,14.255559,46.53571,21.77056,1.9056956,-18.688782,0.074221686,1.4657047,-9.0863085,0.30150214,-0.80836225,-3.6402404,1.7999004,10.057889,-4.1229863,-1.7349136,7.5688295,-1.1284443,-1.0917162
33,./AudioData/DC/n12.wav,0.41107872,0.07732057,672.3082524059678,939.6079336012643,1131.359442349138,0.016141343390804596,neutral,-398.45502,146.03688,26.400272,41.87504,31.057095,-10.492344,-25.852365,7.036513,-3.0881855,-18.037144,-1.6489232,-0.05922916,-4.329539,3.234492,6.6211176,-5.7973547,-1.1588236,3.5792086,-8.423698,-3.2267916
34,./AudioData/DC/a06.wav,0.5097843,0.13975763,894.8670925363215,1085.1371260418948,1614.0002020474137,0.026316675646551723,anger,-302.64108,118.56527,0.13389863,28.67455,8.029769,-0.33406404,-24.632515,-5.5179844,-0.18913725,-10.905475,1.607672,-1.437323,-0.6496049,1.6617758,2.7558336,0.7952546,0.29414696,4.010497,-2.0583136,-0.40579394
35,./AudioData/DC/sa08.wav,0.47196826,0.09123451,916.5610732022228,1149.7567281919692,1603.1098464439656,0.019828708692528736,sadness,-368.36716,98.777756,8.190123,44.720535,14.468542,2.427395,-22.045778,-2.406859,-3.749512,-11.901293,2.5204146,-1.0962003,-0.24857488,0.7395481,7.4152045,-2.6745422,-3.2284508,7.2083445,-0.77682686,-2.4112837
36,./AudioData/DC/n26.wav,0.5393746,0.07384317,597.8573710894327,963.6781070060185,972.4592537715517,0.011325880028735632,neutral,-421.2818,139.73065,25.155052,35.392963,16.100622,-0.060871243,-20.595695,0.41451675,-2.506441,-11.822542,4.655737,1.0522182,-5.5682645,3.1550128,15.39092,-1.0980868,-0.9495505,7.3027654,-6.525772,-2.4975514
37,./AudioData/DC/su03.wav,0.5581397,0.12187196,560.8396013919439,977.6121996801481,994.5149739583334,0.014310860339506173,surprise,-372.09888,102.42554,16.20463,30.622091,3.1714342,-3.0115945,-20.075882,6.3764935,6.199557,-12.239457,-0.1282568,0.21462627,-3.6317205,0.8743411,3.44827,-5.3576536,2.5741327,1.2098969,-3.820889,0.364126
38,./AudioData/DC/su09.wav,0.4305743,0.14294192,778.0453557074985,1232.607419608804,1593.2095231681035,0.015164780890804598,surprise,-336.4593,98.589935,16.31085,39.83694,6.6148605,4.5134215,-28.011604,-4.7591195,2.9240298,-17.19179,-2.4694645,0.78725773,-7.03025,-1.9812183,10.227672,-6.1889234,0.22606795,5.4403477,-7.381077,-2.4986143
39,./AudioData/DC/sa14.wav,0.531481,0.09243226,474.9209833288868,874.1463503102945,714.4320783943965,0.015507139008620689,sadness,-388.6963,125.53685,23.654398,22.894537,15.681453,2.7357082,-20.327168,-3.8117392,-1.2940153,-11.218791,2.5389037,2.5079203,-2.8505638,0.19099742,8.000933,0.5384846,-2.128693,3.8766768,-1.797877,-1.4740012
40,./AudioData/DC/a04.wav,0.4310618,0.18924086,937.0082987419829,1119.131762810894,1654.2202653556035,0.04461319145114943,anger,-268.00488,113.16818,6.6600018,17.47765,8.238346,-3.6429608,-31.172935,-7.1924453,-1.344112,-12.775952,-1.8776911,-3.6719992,-4.020441,-2.339598,5.637176,-1.0194588,-4.439464,6.346586,-3.9255877,-5.041863
41,./AudioData/DC/h08.wav,0.41480732,0.277018,891.4080237047685,1107.3410055920976,1549.029330549569,0.04380500179597701,happiness,-231.13261,112.50195,-9.20211,10.091823,2.1581542,0.20822692,-27.182684,-4.913445,-7.272369,-14.847551,-2.1557224,-4.634847,-2.482951,-3.6240273,1.1315422,-4.102064,-2.4071307,6.9707985,-2.6328924,-4.1745644
42,./AudioData/DC/sa04.wav,0.5616993,0.07063788,584.8845847294571,1008.6079633568993,927.4127828663793,0.009557965158045977,sadness,-414.73236,126.26194,22.052288,28.36465,11.061101,9.066019,-26.050276,-10.179763,5.3192472,-6.78832,0.96647274,3.7649925,0.16852584,-0.9528617,9.776527,-0.5583835,-6.2698708,3.0476,-3.131294,-2.5933275
43,./AudioData/DC/a02.wav,0.47580943,0.14839652,840.7870662567874,1069.7137924306242,1549.7718547952586,0.02810704022988506,anger,-276.73172,129.9756,-9.559424,23.776112,12.978123,-5.8011665,-22.637804,2.5297058,0.9228853,-16.15189,1.3871027,0.1408887,-5.350629,1.2440907,2.7811546,-6.314434,-3.4103696,1.7393717,-4.8871446,-2.5001504
44,./AudioData/DC/f15.wav,0.38705933,0.17535567,806.8192978373379,1061.6705738090636,1435.546875,0.02547481142241379,fear,-305.1966,108.81507,13.3875,29.777218,17.096445,3.322023,-27.305117,-3.9264095,-1.7811595,-19.602938,-6.689029,-2.975116,-4.8711705,-3.5340798,7.675348,-1.3400975,-5.5705757,7.7614956,0.046135005,-1.0092254
45,./AudioData/DC/sa12.wav,0.4784356,0.086122096,520.4844525852553,921.4348963415183,854.150390625,0.013525951867816091,sadness,-394.38574,114.95567,23.407835,36.6814,32.524963,5.600165,-23.633373,-12.2313595,0.83042705,-6.2649627,-6.5199394,-2.1216083,-2.0764172,-2.2489989,4.7411585,-2.8300438,-4.3245525,5.284763,-0.4051922,-3.208639
46,./AudioData/DC/n14.wav,0.5972465,0.059537023,865.2763864231923,1242.4888315697247,1729.9577384159484,0.007896686422413793,neutral,-466.59973,98.210144,28.722548,55.08538,14.760275,7.473314,-17.21708,7.6411858,8.77755,-6.191518,-3.4274433,1.6452209,-0.7653046,3.16046,10.43872,-3.003595,-1.1037606,9.247551,0.21470116,-2.5477805
47,./AudioData/DC/n19.wav,0.45316598,0.084942974,550.1382075407203,883.6648069380207,1056.3644935344828,0.017044944324712645,neutral,-381.68588,135.23395,27.468933,28.421345,28.494806,-5.170926,-24.5233,-0.49534503,0.25028872,-15.540143,-4.36294,0.05367956,-4.121221,0.7104124,7.6757636,-1.6904349,-2.3133175,5.482315,-2.5074613,-3.2488897
48,./AudioData/DC/h12.wav,0.44958642,0.11862052,1071.1144072870027,1345.1342183816055,1989.7174703663793,0.018094468390804596,happiness,-328.63037,109.818695,11.266961,34.387955,5.9023128,6.4175963,-34.369083,0.35972688,-1.8575432,-13.678527,-0.230178,-1.9848366,-6.1422715,-2.4164286,8.354531,-10.72853,-3.0391114,7.0004807,-4.477024,-3.5574965
49,./AudioData/DC/h02.wav,0.41516927,0.17285068,775.3268430197356,1044.2350827509567,1360.7994342672414,0.026086566091954023,happiness,-297.47543,122.787155,-4.60649,16.977869,12.984208,-2.3495123,-34.133476,-0.21184774,-5.7154613,-19.099022,2.7170174,-1.0013071,-11.908721,-4.290977,7.845618,-10.158426,-2.3968565,7.8099637,-6.7054415,-1.662509
50,./AudioData/DC/h14.wav,0.3931848,0.18983822,775.8076453043042,1059.0353641379918,1351.0228650323277,0.028281025502873564,happiness,-282.64575,121.313255,3.1308498,28.435614,7.569887,-0.81064385,-32.676292,-5.9993925,-0.79715526,-16.836237,-4.4272723,-3.881021,-5.2448587,-0.08073741,9.009098,-3.792598,-8.033017,3.0243301,-4.1170115,-6.5588226
51,./AudioData/DC/a11.wav,0.38772678,0.15286027,673.1550272123317,1036.268577439936,1374.9073949353449,0.020367501795977013,anger,-302.84863,132.44861,11.659844,31.455978,25.888655,-5.3507657,-33.157536,-7.075634,-0.43563583,-14.061592,-0.71660805,-1.8504223,-7.795508,1.242231,12.353402,-2.7528317,-6.351528,5.4386077,-3.5549467,-2.541146
52,./AudioData/DC/n06.wav,0.5206693,0.06456529,637.5018719616223,1024.4126804636132,1243.4806034482758,0.010730962643678161,neutral,-418.53326,132.3339,12.968256,41.05425,23.314657,-7.447484,-20.722242,1.9385823,1.9319924,-13.005889,-0.9829411,3.672111,-4.784387,1.5161134,9.532197,-4.6721544,-2.8417203,1.9599122,-6.3804154,-0.06855513
53,./AudioData/DC/n29.wav,0.4567162,0.075188644,759.0888559062336,1073.3255752842306,1483.563442887931,0.015046919899425287,neutral,-382.1354,134.67561,23.114351,39.716465,15.067785,3.6997101,-16.856379,-0.72454125,-1.5405229,-12.123276,-1.0355461,0.7021265,-2.6605546,-1.2048792,7.11358,-3.500529,-5.1770782,4.0254235,-4.5793214,-4.2132916
54,./AudioData/DC/d01.wav,0.46946204,0.09568438,865.8153019449429,1078.312795958189,1494.330044450431,0.016927083333333332,disgust,-375.31238,104.230034,17.333996,53.007732,22.050611,2.47656,-21.95823,-2.9434822,1.5263159,-16.677282,-4.287808,-1.6371065,-2.1506383,5.5517344,5.71928,-5.4189463,0.45667034,4.688176,-1.742777,-1.9188416
55,./AudioData/DC/su04.wav,0.4528,0.14633487,859.1514801399909,1127.515875049218,1470.074252424569,0.02840449892241379,surprise,-301.83478,122.04511,9.079024,30.610344,-4.75029,0.5045843,-25.70746,-0.57090557,-0.019178994,-20.343735,-0.77343744,-0.74975175,-5.233327,4.113952,6.1385674,-6.099243,0.29400495,0.8480668,-4.795906,-5.63628
56,./AudioData/DC/h06.wav,0.39180225,0.22669575,646.6417647089078,961.7662916895117,1064.0372440732758,0.023128816451149427,happiness,-280.453,135.75877,5.883984,12.454766,6.627278,-2.0759575,-24.216516,-0.5957759,-7.181117,-16.065836,-0.4878757,-4.373893,-4.1484475,-4.446268,5.805986,-3.494734,-4.4203663,8.1848,-2.5197797,-3.129777
57,./AudioData/DC/n15.wav,0.5001688,0.07610083,679.7013452418463,1010.5891280286262,1200.909213362069,0.013963721264367816,neutral,-389.74017,139.11647,13.83005,28.57046,24.862549,-1.0919789,-26.254704,-0.49536675,-2.104149,-10.693691,4.414225,1.2503867,-4.5573688,3.6546996,10.614323,-5.0822296,-2.0211496,5.2134514,-6.387518,-2.270234
58,./AudioData/DC/n16.wav,0.43250683,0.06638578,801.7161253822894,1089.8697153599287,1515.7394935344828,0.011707525143678161,neutral,-415.69205,132.21793,17.066553,57.75535,31.50686,1.3453318,-26.851627,-0.75561893,3.5395865,-13.56627,-5.058806,-0.6606626,-3.182915,-2.2388632,6.399914,-2.765715,-2.883932,5.014619,-5.2839456,-4.283112
59,./AudioData/DC/su08.wav,0.5103155,0.12391911,1001.3379571218314,1335.9764485146295,1795.1761179956898,0.01894194504310345,surprise,-304.62012,84.555626,13.044461,29.074076,-1.1663972,5.2264247,-18.248247,-1.9473248,1.0054054,-13.22037,2.269522,0.46740362,-7.528764,-0.26192084,7.864545,-5.7477474,-1.5775925,4.5407834,-3.1466253,-2.9955995
60,./AudioData/DC/a12.wav,0.47181836,0.14862046,950.1713035787184,1066.2524037263822,1663.6255724676723,0.035436871408045974,anger,-297.20505,125.70462,1.9931898,28.283173,6.493142,-3.328748,-29.01328,-2.035769,0.8223934,-13.941695,-0.53337157,0.4811805,-3.0170572,3.2232182,8.793732,-4.6886964,-4.506966,3.5572913,-4.435958,-5.025073
61,./AudioData/DC/h04.wav,0.4205864,0.17858581,900.0035698161703,1167.5087487075718,1648.0325633081898,0.03315261314655173,happiness,-270.58963,105.50669,2.3526642,23.434366,3.8152711,2.0328298,-23.577852,-5.4611306,-5.796521,-15.055622,-0.42851824,-3.270812,-5.941548,-3.2852507,7.1802425,-5.0851645,-9.155241,6.286231,-4.633266,-8.188464
62,./AudioData/DC/sa07.wav,0.42914122,0.11287779,592.9690410669734,948.9383933983988,1012.6793170797414,0.0205078125,sadness,-369.4135,113.716125,16.768408,33.288845,20.88943,-0.20528658,-22.4384,-4.9793286,-6.4127526,-15.830881,0.31041256,0.5987393,-5.0863786,0.55236495,6.769325,-6.599886,-0.1556575,6.9683886,-3.1988354,0.4238133
63,./AudioData/DC/h10.wav,0.38741904,0.25959978,1229.6407837317415,1342.292399958759,2027.3386988146551,0.0588799838362069,happiness,-220.57149,108.29313,-15.249065,11.791073,-10.942788,-1.3692166,-26.618883,-1.5447897,-7.0093517,-12.160454,-0.9261685,-3.2845004,-6.5768104,-3.0604868,9.589492,-5.785511,-4.2178664,2.1673987,-6.1506705,-2.9610553
64,./AudioData/DC/h03.wav,0.4834212,0.15338625,573.380076235757,956.8608702469006,989.5373114224138,0.018846533764367818,happiness,-331.41513,95.706276,5.268514,23.06355,15.006923,-2.3291662,-21.272661,3.7838218,-1.5079715,-13.518483,-1.7226264,0.32027155,-3.2522464,-2.2937434,5.6351213,-6.3194456,-1.1174375,5.3679028,-5.100294,-1.6298552
65,./AudioData/DC/f08.wav,0.46676368,0.12525634,1131.3204557934191,1413.3996674346838,2138.96484375,0.02156856142241379,fear,-333.00488,97.9837,17.304771,39.228657,-2.445512,14.095281,-28.861675,-4.800128,1.033601,-14.158692,-1.7055765,0.9243266,-3.1638286,-1.8200775,14.0279,-4.073004,-6.1989284,4.6745996,-1.4750806,0.23710017
66,./AudioData/DC/a10.wav,0.40430564,0.16774307,889.8424756549819,1079.6727439010567,1533.5600754310344,0.039590068247126436,anger,-292.58148,127.259285,-1.1041003,31.196295,10.455456,-2.8686972,-30.482058,-8.442275,-6.069716,-15.830632,-0.97653884,-4.131867,-3.9131649,-3.431476,4.3345237,-1.2180042,-3.819,5.0642037,-5.283447,-6.1896195
67,./AudioData/DC/n27.wav,0.56686074,0.06103257,616.5680166785367,987.0035565075423,1130.7406721443965,0.009827361709770116,neutral,-414.76746,134.24377,19.619383,24.398235,13.356621,-1.5172821,-21.202648,-5.5959997,6.026477,-4.128721,-0.75992066,3.8599823,-2.0285609,-0.48676226,10.821707,2.8226066,-1.4999434,2.263016,-3.3010612,-2.1841004
68,./AudioData/DC/d08.wav,0.5541698,0.07847396,420.4474922815152,821.7738821231221,595.3806910021551,0.01270092492816092,disgust,-415.9703,134.92003,21.765007,19.893661,18.557663,-2.6433997,-15.237299,1.5034997,2.3810098,-8.037997,4.999113,3.0975542,-4.0776267,5.7519345,9.752872,-1.820825,-2.8655803,2.9386663,-0.62575674,-1.1084112
69,./AudioData/DC/n09.wav,0.53680265,0.0710597,726.6555662662041,962.486542366127,1281.4730940193965,0.013587688577586207,neutral,-387.60336,145.93806,9.955783,13.564307,11.3847475,-0.48018888,-17.844389,1.5343314,1.9913777,-9.971272,0.22884987,1.9121882,0.5093604,2.716927,9.219351,1.6142672,-1.8833216,1.3272588,-1.5176042,0.1226517
70,./AudioData/DC/su10.wav,0.43653718,0.18413164,607.9718961881844,893.6042576836022,908.7259226831897,0.020676185344827586,surprise,-285.42825,131.1456,8.238811,3.8445144,3.3089397,-2.2622032,-17.59351,-3.633,-6.755247,-10.550876,0.9125262,-1.4150728,-3.239004,-2.1163483,3.2717807,-3.582134,-0.22632883,4.4868364,-3.2846544,-0.24516082
71,./AudioData/DC/d12.wav,0.51663023,0.11886238,483.87363540918,776.74959458878,727.6737607758621,0.016062769396551723,disgust,-364.04404,137.70744,29.094662,19.353798,12.0145645,-6.3035545,-19.240555,-4.007886,-6.0631533,-13.252081,-1.5454866,0.69354135,1.2063522,1.2273607,3.863506,0.1724496,-0.7986202,1.5373847,-2.3624723,-2.4187825
